sort_name,source
"Packwood, Bob",NACO Authority File
"Wittgenstein, Ludwig, 1889-1951",Unspecified Ingested Source
"McCormick, Ken, 1906-1977",NACO Authority File
"Bassetti, Fred, 1917-",NACO Authority File
"Brown, Gordon S.",Local Sources
"Corley, Ward",Local Sources
"Gohs, Carl",NACO Authority File
"Hoppe, Bill",Unspecified Ingested Source
"Schultz, George P.",Unspecified Ingested Source
"Adler, Stephen F., 1930-",Local Sources
"Gagnon, Margaret",Local Sources
"Gouchie, Mary",Local Sources
"Paul, Alex",Local Sources
"Paul, Josie",Local Sources
"Wheeler, Donald N.",Unspecified Ingested Source
"Snow, Edgar, 1905-1972",NACO Authority File
"Mirel, Julie",Unspecified Ingested Source
"Marritz, Robert O.",Unspecified Ingested Source
"Sheets, Edward",NACO Authority File
"Bonfield, Lynn A., 1939-",NACO Authority File
"Purkey, Craig",Local Sources
"Thorud, David B.",Unspecified Ingested Source
"Heisenberg, Werner, 1901-1976",Unspecified Ingested Source
"Oppenheimer, J. Robert, 1904-1967",Unspecified Ingested Source
"Berhani, Zimna",Local Sources
"Halpern, Eli",Local Sources
"Weiner, Margaret (Frances Margaret), 1923-",Local Sources
"Amesley, Cassandra",Unspecified Ingested Source
"Gorbman, Beryl",Local Sources
"Hunter, Kate",Local Sources
"Redenbaugh, Eula Fern",NACO Authority File
"Saludo, Theresa",Local Sources
"Albin, Dolores, 1906-",Local Sources
"Cody, Mora Lucille, 1919-",Local Sources
"Frudiger, Thelma N., 1905-",Local Sources
"Garner, Paul, 1909-",NACO Authority File
"Harris, Ted, 1904-",Local Sources
"LeRoy, Zoaunne",NACO Authority File
"Patterson, Gene M., 1928-",Local Sources
"Wise, Jonah Bondi, 1881-1959",NACO Authority File
"Waldo, Robert Garber",NACO Authority File
"Sommers, Helen",NACO Authority File
"Black, Rosie",Unspecified Ingested Source
"Black, Roy",Unspecified Ingested Source
"Fischer, H.",Unspecified Ingested Source
"Fischer, Mrs. H.",Unspecified Ingested Source
"James, Harvey",Unspecified Ingested Source
"Penn, Bill",Unspecified Ingested Source
"Penn, Hazel Bright",Unspecified Ingested Source
"Pullen, Lillian",Unspecified Ingested Source
"Woodruff, Fred",Unspecified Ingested Source
"Sarkowsky, Faye",Local Sources
"Magnusson, Jon",Unspecified Ingested Source
"Sherman, William T. (William Tecumseh), 1820-1891",NACO Authority File
"Jones, Mother, 1837-1930",Unspecified Ingested Source
"Joseph, Mother, 1823-1902",NACO Authority File
"Levin, Robert D.",NACO Authority File
"Stetkevych, Suzanne Pinckney",NACO Authority File
"Apilado, Myron",Unspecified Ingested Source
"Baker, William L.",Local Sources
"Aoki, Jiro, 1911-1984",Local Sources
"Blaine, David, 1824-1900",Unspecified Ingested Source
"Katz, Isaac Jacob",Unspecified Ingested Source
"Katz, Sohie Michoil",Unspecified Ingested Source
"Brown, Mendel",Unspecified Ingested Source
"Henchy, Judith A. N.",NACO Authority File
San Juan Island Dixieland Jazz Festival,Local Sources
San Juan Island Traditional Jazz Festival,Local Sources
Uptown Lowdown Jazz Band,NACO Authority File
"Macbride, Frances Waltemeyer",Local Sources
"Sobell, Helen",NACO Authority File
"Chung, Yoojin",NACO Authority File
"Fulton, Bruce",NACO Authority File
"Hahn, Gloria",Unspecified Ingested Source
"Ko, Won, 1925-",NACO Authority File
Norodom Ranariddh,NACO Authority File [SYNC]
"Norodom Sihanouk, 1922-2012",NACO Authority File [SYNC]
"Pak, Gary, 1952-",NACO Authority File
"Pak, Ty",NACO Authority File
"Flett, J. B. (John B.)",NACO Authority File
"Cohen, Salvatore",Unspecified Ingested Source
"Alexander, Luba",Unspecified Ingested Source
"Demery, Jesse",Unspecified Ingested Source
"Martinez, Segundo",Unspecified Ingested Source
"Law, Richard",NACO Authority File
"Big Bow, Harding",Unspecified Ingested Source
"Palmer, Gus, 1943-",NACO Authority File
"Mercer, A. S. (Asa Shinn), 1839-1917",NACO Authority File
"Brashen, Abe L., d. 1957",Unspecified Ingested Source
"Brashen, Morris",Unspecified Ingested Source
"Sims, Patterson",NACO Authority File
"Hayes, William F.",Unspecified Ingested Source
"Lawrence, Jacob, 1917-2000",Unspecified Ingested Source
"Allison, Tom",Local Sources
"Knudtson, Maude Elaine",Local Sources
"Handcox, John L., 1904-1992",NACO Authority File
"Adams, Nigel B.",NACO Authority File
"Underwood, G. (George), 1880-",NACO Authority File
"Bing, Friedericke (Fritzi)",Unspecified Ingested Source
"Franke, Werner W., 1940-",NACO Authority File
"Kosher, Abraham",Unspecified Ingested Source
"Mockford, R. James",Unspecified Ingested Source
"Ekse, Martin L.",NACO Authority File [SYNC]
"Makovoz, Marina",Unspecified Ingested Source
"Bridges, Robert, d. 1921",Local Sources
"Salsbury, Allen V. (Allen Vance)",Unspecified Ingested Source
"Joergenson, Gustav B., b. 1883",NACO Authority File
"Pordarsyni, P.",Unspecified Ingested Source
Viking,Unspecified Ingested Source
"Barnard, William E.",Unspecified Ingested Source
"Chait, Alan",Unspecified Ingested Source
"McElroy, Harry Bates",Unspecified Ingested Source
"McElroy, Sarah Collins",Unspecified Ingested Source
"Schrepfer, Susan R.",Unspecified Ingested Source
"Cordova, Dorothy Laigo",NACO Authority File
"Kim, Sil Dong",NACO Authority File
"Yee, Donna L.",Unspecified Ingested Source
"Rubin, Hank",NACO Authority File
"Bryant, Ben S. (Benjamin Smyth)",NACO Authority File
"Baillargeon, Abbie Ann Collins",Unspecified Ingested Source
"Baillargeon, J.A. (John Arthur)",Local Sources
"Baillargeon, J. A. (Joseph Arthur), 1856-1936",Local Sources [SYNC]
"Buck, Pearl S. (Pearl Sydenstricker), 1892-1973",NACO Authority File
"Slattery, John J.",Local Sources
"Slattery, Marie B.",Local Sources
"Stimson, Abbie Ann",Local Sources
"Rackow, Bernard",Unspecified Ingested Source
"Federman, Vera",Unspecified Ingested Source
"Agee, James K.",NACO Authority File
"Nelson, George D.",Unspecified Ingested Source
"Ordal, Robert E., 1945-",NACO Authority File
"Buchanan, Bethesda Beals",Local Sources
"Hughes, Honoria",Local Sources
"Kellogg, Stella C.",Local Sources
"Sheldon, Minnie",Unspecified Ingested Source
"Schnaap, Ruth Gordon",Unspecified Ingested Source
"Gordon, Eric A., 1945-",NACO Authority File
"Rosenblatt, Aaron",NACO Authority File
"Weil, Joseph J.",Unspecified Ingested Source
"Grabill, James, 1949-",NACO Authority File
"Anderson, Helen D.",Unspecified Ingested Source
"Anderson, Niles",Unspecified Ingested Source
"Anderson, Nils",Unspecified Ingested Source
"Hogle, E.G",Unspecified Ingested Source
"Wanamaker, Lemuel A.",Unspecified Ingested Source
"Alden, James, 1810-1877",NACO Authority File
"Davis, Jefferson, 1808-1889",NACO Authority File
"Mason, Charles H., 1830-1859",NACO Authority File
"Rains, Gabriel James, 1803-1881",NACO Authority File
"Reardon, Arlene",Unspecified Ingested Source
"Cramton, Louis C. (Louis Convers), b. 1875",NACO Authority File
"McGoran, Joseph E.",Unspecified Ingested Source
"Moore, Malcolm M.",Unspecified Ingested Source
"Roberts, Malcolm",Local Sources
"Gayton, Carver",NACO Authority File
"Gayton, John T. (John Thomas), 1869-1954",Unspecified Ingested Source
"Boulanger, Nadia",NACO Authority File
"Clarke, Julia Newbold",Local Sources
"De Cola, Felix Lee",NACO Authority File
"Kerr, Harrison",NACO Authority File
"Moldenhauer, Hans",NACO Authority File
"Mycielski, Zygmunt",NACO Authority File
"Sanders, Robert L., 1906-1974",NACO Authority File
"Woodworth, G. Wallace",NACO Authority File
"Crisler, Herb M.",Unspecified Ingested Source
"Lynch, Tom",Unspecified Ingested Source
"Hurlich, Marshall G.",NACO Authority File
"Hogenauer, Elizabeth",Local Sources
"Muste, Abraham John, 1885-1967",NACO Authority File
"Rumbough, Constance",Unspecified Ingested Source
"Lindberg, William J. (William James), 1904-1981",Unspecified Ingested Source
"Fraser, Richard S., 1913-1988",NACO Authority File
"Gandhi, Virchand Raghavji",Unspecified Ingested Source
"McNickle, D'Arcy, 1904-1977",Unspecified Ingested Source
"Anderson, Duncan",Unspecified Ingested Source
"Anderson, Richard Clough",Unspecified Ingested Source
"Anderson, Robert",Unspecified Ingested Source
"Litton, Martin, 1917-2014",NACO Authority File
"Sprague, David G.",NACO Authority File
"McCloskey, J. Michael (John Michael), 1934-",NACO Authority File
"Mellem, Roger",Unspecified Ingested Source
"Pegues, Rodger",NACO Authority File
"Wiesel, Elie, 1928-",Unspecified Ingested Source
"Barr, J. E.",Unspecified Ingested Source
"Bennett, Eugene D. (Eugene Dunlap), 1894-1968",NACO Authority File
"Carry, Charles R.",NACO Authority File
"Kask, J. L. (John Laurence), 1906-",NACO Authority File
"Phister, Montgomery, 1926-",NACO Authority File
"Arditti, Adolfo",Local Sources
"Armistead, Samuel G., 1927-",NACO Authority File
"Elnecav'e, Nissim",NACO Authority File
"Matza, Diane",NACO Authority File
"Papo, Joseph M., 1902-",NACO Authority File
"Pious, Donald A.",Local Sources
"Steuart, Chas",Unspecified Ingested Source
"Merrill, Thomas D., 1855-1932",NACO Authority File
"Welch, Charles B.",Unspecified Ingested Source
"Goon, Dip, approximately 1862-1933",NACO Authority File [SYNC]
"Bassett, Edward P.",NACO Authority File
"Edelstein, Alex S.",NACO Authority File
"Lang, Kurt, 1924-",NACO Authority File
"Adams, John E.",Unspecified Ingested Source
"Armstrong, Dick",Unspecified Ingested Source
"Armstrong, J. E. (John Edward), 1912-",NACO Authority File
"Barrus, Bruce",Unspecified Ingested Source
"Bearth, Peter",Unspecified Ingested Source
"Behre, Charles H.",Unspecified Ingested Source
"Borax, Eugene",Unspecified Ingested Source
"Brinkmann, Roland",Unspecified Ingested Source
"Bryant, Bruce",Unspecified Ingested Source
"Bucher, Walter H.",Unspecified Ingested Source
"Campbell, Charles D.",Unspecified Ingested Source
"Campbell, Ian",Unspecified Ingested Source
"Campbell, Kenneth V.",Unspecified Ingested Source
"Cebull, S.E",Unspecified Ingested Source
"Class, Elsa",Unspecified Ingested Source
"Cloos, Hans",Unspecified Ingested Source
"Davis, Gregory A.",Unspecified Ingested Source
"Dechert, Curt",Unspecified Ingested Source
"Dobell, Joseph",Unspecified Ingested Source
"DuBois, Robert",Unspecified Ingested Source
"East, Edward H.",Unspecified Ingested Source
"Easton, William H.",Unspecified Ingested Source
"Engelhardt, Wolf",Unspecified Ingested Source
"Engels, Joan C.",Unspecified Ingested Source
"Erikson, Erik",Unspecified Ingested Source
"Fisher, Richard V.",Unspecified Ingested Source
"Forbes, Robert B.",NACO Authority File
"Fritz, William",Unspecified Ingested Source
"Garniss, Curtis",Unspecified Ingested Source
"Gilluly, Jim",Unspecified Ingested Source
"Goldsmith, Julian",Unspecified Ingested Source
"Gresens, Randall L.",Unspecified Ingested Source
"Grose, Trobe",Unspecified Ingested Source
"Hallauer, Wilbur G.",Unspecified Ingested Source
"Haun, John D.",Unspecified Ingested Source
"Hazzard, John C. (John Charles) 1903-1973",Local Sources
"Hibbard, Malcolm J.",Unspecified Ingested Source
"Hietanen, Anna",Unspecified Ingested Source
"Hollister, Lincoln S.",Unspecified Ingested Source
"Holm, Dick",Unspecified Ingested Source
"Hooper, Peter",Unspecified Ingested Source
"Hopson, Clifford A.",Unspecified Ingested Source
"Hose, Richard K.",Unspecified Ingested Source
"Hunt, John P.",Unspecified Ingested Source
"Huntting, Marshall",Unspecified Ingested Source
"Hutton, Colin O.",Unspecified Ingested Source
"Hyde, Jack H.",Unspecified Ingested Source
"Jeletzky, J. A.",Unspecified Ingested Source
"Jones, Robert W.",Unspecified Ingested Source
"Kay, Marshall",Unspecified Ingested Source
"King, Philip B.",Unspecified Ingested Source
"Kottlowski, Frank E.",Unspecified Ingested Source
"Landon, Lowell",Unspecified Ingested Source
"Lantz, Robert J.",Unspecified Ingested Source
"Lee, Wilfred K.",Unspecified Ingested Source
"Libby, Willard G.",Unspecified Ingested Source
"Lowes, Brian",Unspecified Ingested Source
"Mathews, William H.",Unspecified Ingested Source
"Maxwell, John C.",Unspecified Ingested Source
"McTaggart, Kenneth C.",Unspecified Ingested Source
"Menzer, Fred J.",Unspecified Ingested Source
"Meyerhoff, Arthur",Unspecified Ingested Source
"Miller, Gerald Matthew, 1927-1980",Unspecified Ingested Source
"Miller, Robert B.",Unspecified Ingested Source
"Miyahiro, Ahiho",Unspecified Ingested Source
"Mogk, David",Unspecified Ingested Source
"Monger, James",Unspecified Ingested Source
"Moran, Bill",Unspecified Ingested Source
"Murawski, H.",Unspecified Ingested Source
"Murray, Grover E.",Unspecified Ingested Source
"Nelson, Robert B.",Unspecified Ingested Source
"Newton, Robert C.",Unspecified Ingested Source
"Oles, Keith F.",Unspecified Ingested Source
"Onyeagocha, A. C.",Unspecified Ingested Source
"Pabst, Adolf",Unspecified Ingested Source
"Page, Ben",Unspecified Ingested Source
"Pelton, Harold A.",Unspecified Ingested Source
"Perrin, Rene",Unspecified Ingested Source
"Plummer, Charles C.",Unspecified Ingested Source
"Ragan, Donald",Unspecified Ingested Source
"Read, H. H.",Unspecified Ingested Source
"Reid, Rolland M.",Unspecified Ingested Source
"Rice, Jack",Unspecified Ingested Source
"Roberts, Ralph",Unspecified Ingested Source
"Rodgers, John",Unspecified Ingested Source
"Roeder, Dietrich",Unspecified Ingested Source
"Seitz, James",Unspecified Ingested Source
"Snavely, Parke D.",Unspecified Ingested Source
"Snelson, Sig",Unspecified Ingested Source
"Snook, James R.",Unspecified Ingested Source
"Sorensen, Arthur H.",Unspecified Ingested Source
"Stille, Hans",Unspecified Ingested Source
"Stringham, Bronson",Unspecified Ingested Source
"Stull, Bob",Unspecified Ingested Source
"Tabor, R. W. (Rowland W.)",Unspecified Ingested Source
"Tanner, P. W. G.",Unspecified Ingested Source
"Thorman, Charles H.",Unspecified Ingested Source
"Turner, Earl",Unspecified Ingested Source
"Turner, Frank",Unspecified Ingested Source
"Van Diver, Bradford",Unspecified Ingested Source
"Wallace, Wesley K.",Unspecified Ingested Source
"Wang, Frank",Unspecified Ingested Source
"Wegmann, C. E. (C. Eugene), 1896-",NACO Authority File
"Weill, Dan",Unspecified Ingested Source
"Weissenborn, Alfred",Unspecified Ingested Source
"Whetton, John",Unspecified Ingested Source
"Whitney, Donna",Unspecified Ingested Source
"Wilkinson, John",Unspecified Ingested Source
"Winkler, Helmut",Unspecified Ingested Source
"Woodward, Lee",Unspecified Ingested Source
"Xingyuan, Ma",Unspecified Ingested Source
"Yardley, Bruce",Unspecified Ingested Source
"Zwart, Henk",Unspecified Ingested Source
"Murray, John J.",Unspecified Ingested Source
"Grynszpan, Herschel Feibel, 1921-approximately 1943",NACO Authority File [SYNC]
"Brenner, Barney",Unspecified Ingested Source
"Brenner, Bessie Rosenthal",Unspecified Ingested Source
"Halpern, Nate",Unspecified Ingested Source
"Howard, Richard",Unspecified Ingested Source
"Witt, Joseph A.",Unspecified Ingested Source
"Ballard, Nancy S.",Unspecified Ingested Source
"O'Mulligan, Brian O.",Unspecified Ingested Source
"Wilcox, Leonard",Unspecified Ingested Source
"Kessler, Nina",Unspecified Ingested Source
"Stamm, Samuel A. (Samuel Alexander)",Unspecified Ingested Source
"Adams, James",Local Sources
"Anderson, Sharon E.",Local Sources
"Edelson, Julie",NACO Authority File
"Friedline, Mabel E.",Local Sources
"Goldwater, Marge",NACO Authority File
"Kangas, Arvid",Local Sources
"Kangas, David H.",Local Sources
"Kangas, Violet",Local Sources
"Keating, Andrew",Local Sources
"Koop, Mark Alan",Local Sources
"Krause, Stephen K.",Local Sources
"Lucas, Linera",Local Sources
"Olson, Steven Eric",NACO Authority File
"Patton, Sara",Local Sources
"Pirie, David",NACO Authority File
"Ramos, Betty",Local Sources
"Scarborough, Margaret Noel",Unspecified Ingested Source
"Schulzinger, Leon",Local Sources
"Walsh, Mary Therese",Local Sources
"Strongen, Yenta",Unspecified Ingested Source
"Rind, Max",Unspecified Ingested Source
"Hunt, Bruce J.",NACO Authority File
"Bonds, Helen",Local Sources
"Yano, Vincent H.",Local Sources
"Barber, Michele",Local Sources
"Faulkner, Ariele B.",Local Sources
"Mosley, Vickie Rachel",NACO Authority File
Soohyen,Local Sources
"Stone, Elizabeth",Local Sources
"Strong, J. A.",Unspecified Ingested Source
"Golub, Adele",Unspecified Ingested Source
"Becker, William A.",Unspecified Ingested Source
"Lynette, Robert",NACO Authority File
"Hansen, Gaylen C., 1921-",NACO Authority File
"Hansen, J. L. (James Lee), 1925-",NACO Authority File
"Gates, Sarah Nash",Unspecified Ingested Source
"Feist, Jessie Levy",Unspecified Ingested Source
"Fukuda, Hatsue",Unspecified Ingested Source
"Ardery, Charles W., 1931-",NACO Authority File
"Hagopian, Amy",Unspecified Ingested Source
"House, Peter J.",Local Sources
"Schell, W. R. (William R.), 1932-",NACO Authority File
"Tornberg, Larry D.",Unspecified Ingested Source
"Van Haagen, Richard",Unspecified Ingested Source
"Chiang, Kai-shek, 1887-1975",NACO Authority File
"Carr, Emily, 1871-1945",NACO Authority File
"Dreier, Katherine Sophie, 1877-1952",NACO Authority File
"Kohler, Melvin",Unspecified Ingested Source
"Jerome, Timothy, b. 1871",NACO Authority File
"Prater, Yvonne, 1932-",NACO Authority File
"Bergman, Abraham B.",NACO Authority File
"Bergman, Elihu",Unspecified Ingested Source
"Bergman, Minnie",Local Sources
"Beynon, William, d. 1969",NACO Authority File
"Friedland, William H.",NACO Authority File
"Kusama, Yayoi",NACO Authority File
"James, William",Unspecified Ingested Source
"Williams, Donald",Unspecified Ingested Source
"Rosenbaum, Betsy",Unspecified Ingested Source
"Wagner, Joseph Herman, 1915-1979",Unspecified Ingested Source
"Collins, Annamarie",Unspecified Ingested Source
"Black, James Arthur",Local Sources
"Holmes, John, Mrs",Unspecified Ingested Source
"Wise, Elizabeth",Unspecified Ingested Source
"Allen, George W.",Unspecified Ingested Source
"Allen, W. M.",Unspecified Ingested Source
"Brookings, Robert S. (Robert Somers), 1850-1932",NACO Authority File
"Brown, W. D.",Unspecified Ingested Source
"Brown, William C.",Unspecified Ingested Source
"Cardwell, D. T.",Unspecified Ingested Source
"Cole, William",Unspecified Ingested Source
"Foch, Ferdinand, 1851-1929",Unspecified Ingested Source
"Hart, Louis Folwell, 1862-1929",Unspecified Ingested Source
"Herbsman, J. C.",Local Sources
"Holland, Ernest O., 1874-",Unspecified Ingested Source
"Horr, Ralph A. (Ralph Ashley), 1884-1960",Unspecified Ingested Source
"Johnson, Hiram, 1866-1945",Unspecified Ingested Source
"Jones, F. M. (Franklin M.)",Local Sources
"Kimball, Horace",Unspecified Ingested Source
"Poe, Burns",Unspecified Ingested Source
"Revelle, Thomas P.",Local Sources
"Rice, Howard M.",Local Sources
"Todd, William Henry, 1867-1932",Unspecified Ingested Source
"Tooze, Walter L.",Local Sources
"Walker, George H., d. 1921",Local Sources
"Sussen, Nessam Van",Unspecified Ingested Source
"Bach, Emanuel",Unspecified Ingested Source
"Jurgensen, Jensine (Prysse)",Unspecified Ingested Source
"Asia, Benjamin",Unspecified Ingested Source
"Rosenman, Yehuda, 1918-1987",Unspecified Ingested Source
"Anderson, Julie",Unspecified Ingested Source
"Cooper, Harry B.",Local Sources
"Cooper, Harry E.",Local Sources
"Cooper, Laverne",Local Sources
"Leathers, Jack",Local Sources
"Leathers, Pearl",Local Sources
"McAllister, Charlotte",Local Sources [SYNC]
"Blocker, Clyde E.",NACO Authority File
"Gleazer, Edmund J.",NACO Authority File
"Lombardi, John, 1904-",NACO Authority File
"Richardson, Richard C.",NACO Authority File
"Stoops, Emery",NACO Authority File
"Fukami, Marguerite",Local Sources
"Bierman, Edwin L., 1930-",NACO Authority File
"Pabillon, Mack P.",Local Sources
"Robinson, Edith Lind",Local Sources
"Robinson, John S. (John Sherman), 1880-1952",Local Sources
"Bigos, Stanley J.",NACO Authority File
"Spengler, Dan M.",NACO Authority File
"Brown, Edwin J.",Unspecified Ingested Source
"Rogers, G. A. (George Arthur)",Local Sources
"Rogers, S. S. (Samuel Scott)",Local Sources
"Durst, John H.",Local Sources
"Johnson, James Albert, 1905-",NACO Authority File
"McBride, John Rogers, 1832-1904",Unspecified Ingested Source
"Strand, Mark, 1934-",NACO Authority File
"Wilson, Enoch Henry",NACO Authority File
"Allen, May I.",Unspecified Ingested Source
"Wang, Ngan-Shih",Unspecified Ingested Source
"Jacob, Nancy L.",NACO Authority File
"Beaver, Herbert",Unspecified Ingested Source
"Blanchet, F. N. (Archbishop), 1795-1883",Unspecified Ingested Source
"Arnold, Madelyn",Unspecified Ingested Source
"King, Dorothy Hill",Unspecified Ingested Source
"Pettiford-Wates, Tawnya",Local Sources
"Schodde, Gretchen Ann",NACO Authority File
"Valentinetti, Aurora Stella",Unspecified Ingested Source
"Watkins, Sylvia Ann Lyen Reithaar",Unspecified Ingested Source
"Williams, Jeanette K. (Jeanette Klemptner.)",NACO Authority File
"Hall, Calvin S.",Local Sources
"Cooper, Elizabeth Levy, d. 1915",NACO Authority File
"Hugo, Ripley S.",NACO Authority File
"Feldmiller, Joyce E.",Local Sources
"Chapman, James",Unspecified Ingested Source
"Lindstrom, Gloria",Unspecified Ingested Source
"Paine, Eleanor",NACO Authority File
"Hundley, Walter R.",Unspecified Ingested Source
"Black, John",Unspecified Ingested Source
"Parker, Jerry",Unspecified Ingested Source
"Maynard, David S. (David Swinson), 1808-1873",NACO Authority File
"Barnett, Mrs. Powell",Unspecified Ingested Source
"Leigh, Robert D. (Robert Devore), b. 1890",NACO Authority File
"Anderson, Charlie",Unspecified Ingested Source
"Banks, Nathan, 1868-1953",NACO Authority File
"Frye, Theodore C. (Theodore Christian), b. 1869",NACO Authority File
"Martin, David F.",Local Sources
"Zambito, Dominic A.",Local Sources
"Littell, Katherine M.",NACO Authority File
"Czajkowski, (Dr.)",Unspecified Ingested Source
"Angeloff, Alice",Local Sources
"Carbray, Mary D.",Local Sources
"Larsen, Angeline M.",Local Sources
"Steere, Dawn R.",Local Sources
"Pearson, Drew, 1897-1969",Unspecified Ingested Source
"Wardall, Elizabeth M. , b1848",Local Sources
"Clark, Polly",Local Sources
"Hill, Emily",Local Sources
"Siks, Geraldine Brain",Unspecified Ingested Source
"Londinsky, Moses",Unspecified Ingested Source
"Putnam, Rufus, 1738-1824",NACO Authority File
"Putnam, William Rufus, 1812-1881",Unspecified Ingested Source
"Robbins, Chandler, 1738-1799",NACO Authority File
"Durning, Jean C.",Unspecified Ingested Source
"Morrison, Peter H.",NACO Authority File
"Adams, Goff",Unspecified Ingested Source
"McKinley, William",Unspecified Ingested Source
"Creel, Herrlee Glessner, 1905-",NACO Authority File
"Guthrie, Anne",Local Sources
"Wood, Clifford (Clifford H.)",NACO Authority File
"Gage, Sarah",Local Sources
"Robson, Kali",Local Sources
"Conrad, Emma",Unspecified Ingested Source
"Dover, Harriet Sheldon",Unspecified Ingested Source
"Krise, Elizabeth",Unspecified Ingested Source
"Lamont, Levi",Unspecified Ingested Source
"Lamont, Martha",Unspecified Ingested Source
"Sam, Edward H.",Unspecified Ingested Source
"Wilson, Annie",Unspecified Ingested Source
"Gidley, M. (Mick)",NACO Authority File
"Goetzmann, William H.",Unspecified Ingested Source
"Rosenblatt, Roger A.",NACO Authority File
"Young, Barbara A.",Local Sources
"Bodine, Jerry",Local Sources
"Sykora, Bonnie",Unspecified Ingested Source
"Verchot, Michael P.",Local Sources
"Marple, Richard Folsom, 1910-2013",Local Sources
"Marple, Warren H., 1905-1992",NACO Authority File
"Webber, Catharine Marple, 1909-1983",Local Sources
"Allen, Willie",Unspecified Ingested Source
"Bird, Harley",Local Sources
"Chamber, John",Unspecified Ingested Source
"Close, Donald",Local Sources
"Conrad, Ernest",Local Sources
"Hawkins, Todd",Local Sources
"McGavick, Joseph L.",Local Sources
"Rieke, Luvern V.",Unspecified Ingested Source
"Scott, Seth",Local Sources
"Tobin, Joe",Unspecified Ingested Source
"Greene, Corston A.",Local Sources
"Klass, Kalman",Local Sources
"Maxfield, Charles L.",Local Sources
"Billingsley, Felix F., 1942-",NACO Authority File
"Kiegel, Joseph A.",NACO Authority File
"Lewis, S. Kay",Local Sources
"Kapur, Kailash C.",Unspecified Ingested Source
"Bauch, Edgar D.",Local Sources
"Bunnelle, Hasse",NACO Authority File
"Davis, Judy S.",Local Sources
"Martin, Katherine",Local Sources
"Samuels, Penny",Local Sources
"Wenkam, Robert, 1920-",Unspecified Ingested Source
"Nord, Stephen E. (Stephen Edward), 1930-1999",Local Sources
"Richardson, Mary",Local Sources
"Guest, Avery M. (Avery Mason), 1940-",NACO Authority File
"Hirschman, Charles",NACO Authority File
"Atkinson, Clinton E. (Clinton Edwin)",NACO Authority File
"Nihan, N. L. (Nancy L.)",NACO Authority File
"Johnson, Charles V.",Local Sources
"Steele, Lacy",Local Sources
"Robinson, Ruth A.",Local Sources
"Stogsdill, Rose Marie",Local Sources
"Thom, Katharine B.",Local Sources
"Tull, Mary Lou",Local Sources
"Ziskind, Andrew Alan, 1958-",Unspecified Ingested Source
"Fluharty, David",Local Sources
"Miller, John R.",Unspecified Ingested Source
"Sikora, Paul",Unspecified Ingested Source
"Blalock, Hubert M.",NACO Authority File
"Cook, Karen S.",NACO Authority File
"Costner, Herbert L.",NACO Authority File
"Larsen, Otto N.",NACO Authority File
"Munday, Dori",Local Sources
"Lerner, Michael, 1943-",NACO Authority File
"Murphy, Arthur Edward, 1901-1962",NACO Authority File
"Forster, Jerald R.",Local Sources
"Haldane, Jean M.",NACO Authority File
"Blake, Christopher S.",Local Sources
"Boyd, Mal",Local Sources
"Burke, Dorothy I.",Local Sources
"Charles, Gladys",NACO Authority File
"Corin, Blanche A.",Local Sources
"Finch, Robert, 1909-1959",Unspecified Ingested Source
"Hammill, Frank",Local Sources
"Koch, Frederick H. (Frederick Henry),1877-1944",NACO Authority File
"Latham, Harold Strong, 1887-",Unspecified Ingested Source
"Leathem, Barclay S.",Local Sources
"Lucas, William Dennis",Local Sources
"Parke, James H.",Unspecified Ingested Source
"Tabrah, Ruth",NACO Authority File
"Wood, Elizabeth Lambert",NACO Authority File
"Yasuda, Kenneth, 1914-",NACO Authority File
"Savage, George, 1936-",NACO Authority File [SYNC]
"Savage, John N. (John Nelson), 1832-",Local Sources
"Steensma, Jay, 1941-1994",NACO Authority File
"Broek, Anne ten",Local Sources
"Friedenberg, Dave",Unspecified Ingested Source
"Welch, Marie Douglass",Unspecified Ingested Source
"Welch, Ruth",Unspecified Ingested Source
"Georgette, Madelaine S.",Local Sources
"Israel, Samuel, 1898-",Local Sources
"Adler, Judith R., 1933-",Unspecified Ingested Source
"Shklar, Judith",Unspecified Ingested Source
"Tachau, Frank",Unspecified Ingested Source
"Adatto, Joseph",Unspecified Ingested Source
"Katsman, Alvin, 1923-",Local Sources
"Sacks, Oliver W.",NACO Authority File
"Bornstein, Roz",Unspecified Ingested Source
"Golden, Joey, 1929-1960",Local Sources
"Bendor, Judith",Unspecified Ingested Source
"Garlid, Kermit L.",Local Sources
"Sorgee, Steve",Local Sources
"Shofer, Irwin",Unspecified Ingested Source
"Bone, Carroll Alfred",Local Sources
"French, David H. (David Heath), 1918-",NACO Authority File [SYNC]
"Phillips, Gladys Bezeau, 1892-1978",Local Sources
"Case, Nydia",Local Sources
"Corr, William J., 1906-1984",Local Sources [SYNC]
"Oboler, Eli M.",Unspecified Ingested Source
University of Washington. South Campus Center,Unspecified Ingested Source
"Hellstrom, Ingegerd",Local Sources
"Goddard, Alfred P. (Alfred Philip)",Local Sources
"Christie, James Halbold",NACO Authority File
"Gamwell, Roland G. (Roland Greene), 1863-",Local Sources
"Dunn, Margaret",Unspecified Ingested Source
"Forsyth, Lizzie Dennison",Local Sources
"Hanks, Lucien M. (Lucien Mason), 1910-",NACO Authority File
"Dilworth, M. G. (Mary G.)",Local Sources
"Dilworth, R. B. (Richard B.)",Local Sources
