id_0,name,collection,note
2018011701,,[DELETE] Michael Fleenen Luark papers,
1959-028,"Triem, Eve, 1902-1992",Eve Triem papers,[Biographical Historical Note Needed]
1835-020,"Thompson, Laurence C.",Laurence C. Thompson papers,"<p>Linguist Laurence C. Thompson (1926-) studied Salishan languages, Austroasiatic languages, and Vietnamese. He wrote and co-authored a number of texts including <emph>A Vietnamese Grammar</emph> (1965), <emph>A Vietnamese Reader</emph> (1961), and <emph>A Fresh Look at Tillamook Phonology</emph> (1966). He also worked with his partner M. Terry Thompson on Salishan linguistic research and they co-authored <emph>The Thompson Language</emph> (1992) and <emph>Thompson River Salish Dictionary</emph> (1998). The Thompsons studied Nlaka'pamuctsin (Thompson River Salish) for over thirty years and trained a number of graduate students during this fieldwork.</p>

<p>Laurence Cassius Thompson, Jr. was born in Manchester, New Hampshire on May 11, 1926. He received his BA, MA (1950), and PhD (1953) from Yale University. Thompson worked as a linguistics professor at the University of Hawaii for most of his career. Laurence and Maranell Lewise Terry married in Seattle, Washington in 1964.</p>

<p>Sources:</p>
<p>Ancestry.com. U.S., School Yearbooks, 1900-1990 [database on-line]. Provo, UT, USA: Ancestry.com Operations, Inc., 2010.</p>
<p>Jacobs, Travis Beal, and Benjamin R. Dixon. â€œLaurence Cassius Thompson, Jr.â€ In General Catalogue of Middlebury College: Bicentennial Edition. Middlebury, Vermont: Middlebury College Press, 2000, p. 363.</p>
<p>Washington State Archives; Olympia, Washington; Washington Marriage Records, 1854-2013; Reference Number: kingcoarchmc275541.</p>"
2015-001,"Brill, Muriel Mosler, 1903-2000",Muriel Mosler Brill papers,"Samuel Mosler (1873-1948) was born in Austria to Lazarus and Mirel Mosler. He and his brother, Herman Mosler (1879-1948) immigrated to the United States in 1891 and opened several bakeries. They settled in Seattle, WA where they opened Mosler Bakery on Yesler Way. Samuel married Bertha Rickles (1880-1947) in 1900. They had three children, Nathan (1901-1956), Muriel (1903-2000) and George (1910-1989). Muriel Mosler married Benjamin Brill (1898-1971) on March 20th, 1932.The family is know to have resided at a house on Jackson Street (1902-1910) and an apartment building on Yessler Way. Bertha was born to Gershon Rickles (1853-1910) and Rochel Libeh Tomashin Rickles (1853-1938). The couple also had 8 other children: David J (a.k.a. Jake) (1872-1945), Max (1876-1945), Sophie (1878-1949), Simmie (1883-1978), Goldie (1886-1972), Samuel (1888-1978), Ester (1892-1993), and Pinchas Allen (1895-1959). Jake Rickles and Max Rickles owned the Red Front Furniture Company on 2nd Avenue."
0023-001,Pacific Northwest Library Association,Pacific Northwest Library Association records,"The Pacific Northwest Library Association (PNLA) was founded in 1909 during a three day conference at the Alaska-Yukon-Pacific Exposition in Seattle. The original members included librarians from Washington and Oregon, as well as the Provincial Librarian of British Columbia, but the membership grew to include librarians from Idaho, Montana and Utah. The PNLA affiliated with the American Library Association (ALA) in 1914. Among the achievements of the PNLA was the creation of the Subscription Books Bulletin in 1917, which eventually merged with another publication to become the ALA's Booklist. Although experiencing restructuring through the years, the PNLA celebrated its centennial in 2009 and remains the only regional library association to incorporate an international border. Â¶ "
2040-001,"Mosler, George",George Mosler papers,"George Mosler, who bakes in his spare time, learned by observing his father. His paternal family, Mosler, came from Austria, and his maternal family, Rickles, immigrated from Rumania. His parents, Samuel and ? married in 1900. Sam Mosler apprenticed as a baker in Austria. He started his bakery career upon arrival in New York. Some years later he established the New York Baking Co. upon his arrival in Seattle. Two brothers bought and operated the Washington Bakery. Sam Mosler was past president of Herzl synagogue. In 1924-25 he sold the bakery business and opened the first health food store in Seattle. He also built apartment houses. Grandmother Rose Rickles was instrumental in forming Chevra Kadisha."
1801-004,"Central Seattle Community Council Federation (Seattle, Wash.)",Central Seattle Community Council Federation records,"Umbrella community organization.Â¶ The Jackson Street Community Council was formed in 1946 as a self-help organization, originally to serve the needs of those living in the international area. In 1967, to broaden service to the entire Central District, the Jackson Street Council and the Central Area Community Council merged to form the Central Seattle Community Council. At present, the Council staff coordinates the work of the Leschi Improvement Council, Cherry Hill Improvement council, Madrona Community Council, Yesler-Atlantic Citizens' Conference, and concerns itself with the area covered formerly by the Jackson Street Community Council. 1946-1971. Primarily concerned with urban planning and race relations. Major ethnic groups concerned are Chinese, Japanese, and Afro-American."
1920-034,Pacific Northwest Library Association,Pacific Northwest Library Association records,"The Pacific Northwest Library Association (PNLA) was founded in 1909 during a three day conference at the Alaska-Yukon-Pacific Exposition in Seattle. The original members included librarians from Washington and Oregon, as well as the Provincial Librarian of British Columbia, but the membership grew to include librarians from Idaho, Montana and Utah. The PNLA affiliated with the American Library Association (ALA) in 1914. Among the achievements of the PNLA was the creation of the Subscription Books Bulletin in 1917, which eventually merged with another publication to become the ALA's Booklist. Although experiencing restructuring through the years, the PNLA celebrated its centennial in 2009 and remains the only regional library association to incorporate an international border. Â¶ "
1718-001,"Pearce, J. Kenneth (John Kenneth), 1898-1991",J. Kenneth Pearce papers,"Forest engineer in India, professor of forestry at University of Washington.Â¶ John Kenneth Pearce was born 1898, died 1991. He received a B.S.F., University of Washington, 1921, and became a registered professional engineer in Washington, 1936. He taught logging engineering in the College of Forestry, University of Washington. From 1923-1933 he held various logging engineering positions in India, including assistant commissioner & superintendent of lumbering operations, Andaman & Nicobar Islands, Government of India, 1930-1933. While a professor at U.W. he was also chief of lumber production in eleven western states, War Production Board, Washington, D.C., 1942-1943; consultant to West Coast Lumbermen's Association and to forest industry corporations, summers, 1944-1950; advisor on Forestry, World Bank Mission to Surinam, 1951; Acting Technical Director, Institute of Forest Products, U.W., 1952-1953; advisor on Forestry, World Bank Mission to Paraguay, 1957; forester, general, Bureau of Land Management, Department of the Interior, summers, 1957-1960. Pearce held memberships in Society of American Foresters, International Society of Tropical Foresters, and Puget Sound Engineering Council, chair in 1949."
1743-001,"Hanan, Morris B.",Morris Hanan oral history interview,"Fruit dealer of Seattle Washington.Â¶ Morris Hanan ran a successful fruit dealership in Pike Place Market. He was also active in Seattle's Ashkenazic and Sephardic Jewish communities in Seattle, and involved with Israel. He was associated with American Jewish Joint Distribution committee, congregation Ezra Bessaroth, and Seattle Sephardic Talmud Torah."
00-048,University of Washington. School of Public Health and Community Medicine,"University of Washington, School of Public Health and Community Medicine records",[Biographical Historical Note Needed]
1844-001,"Hilen, Andrew R., 1913-1982",Andrew Hilen papers,"Professor of American Literature, University of Washington.Â¶ Professor Hilen was born in 1913. Collector of Henry Wadsworth Longfellow papers and memorabilia. He edited \""Letters of Henry Wadsworth Longfellow,\"" \""The Diary of Clara Crowninshield,\"" and wrote \""Longfellow and Scandinavia.\"""
1892-009,Seattle Talmud Torah Hebrew School,Seattle Talmud Torah Hebrew School records,[Biographical Historical Note Needed]
0105-001,"Wirkkala, Oscar A., 1888-1959",Oscar A. Wirkkala papers,"Machinist and inventor of woodworking machinery.Â¶ Oscar A. Wirkkala was born in 1888, and died 1959. Besides inventing woodworking machinery, he had financial interests in Wirkkala Brothers Logging Company, and B and W Logging Company of Seattle, Washington."
1740-016,Alpine Lakes Protection Society (Wash.),Alpine Lakes Protection Society records,"The Alpine Lakes Protection Society of Washington was a citizens' conservation organization. Founded in 1968, it promoted congressional enactment of a national recreation area in the Cascade Mountains of north central Washington. It had chapters in Seattle, Wenatchee, Ellensburg, and briefly in Yakima. Besides seeking statutory protection for the area, the Alpine Lakes Protection Society of Washington worked to forestall extractive uses likely to affect the wilderness quality of the Alpine Lakes region. In June 1976 Congress passed the Alpine Lakes Management Act of 1976, which established the Alpine Lakes Wilderness. "
00-094,University of Washington. Department of Physics,"University of Washington, Department of Physics records",Physics first appears as a department in the 1894-95 catalog.
1920-002,Pacific Northwest Library Association,Pacific Northwest Library Association records,"The Pacific Northwest Library Association (PNLA) was founded in 1909 during a three day conference at the Alaska-Yukon-Pacific Exposition in Seattle. The original members included librarians from Washington and Oregon, as well as the Provincial Librarian of British Columbia, but the membership grew to include librarians from Idaho, Montana and Utah. The PNLA affiliated with the American Library Association (ALA) in 1914. Among the achievements of the PNLA was the creation of the Subscription Books Bulletin in 1917, which eventually merged with another publication to become the ALA's Booklist. Although experiencing restructuring through the years, the PNLA celebrated its centennial in 2009 and remains the only regional library association to incorporate an international border. Â¶ "
0048-001,"Suzzallo, Henry, 1875-1933",Henry Suzzallo papers,"Henry Suzzallo was president of the University of Washington from 1915 to 1926; president of the Carnegie Foundation for the Advancement of Teaching from 1913 to 1933; arbitrator of the National War Labor Policies Board; and chairman of the Washington State Council of Defence from 1917 to1918. He also worked toward the adoption of better living and working conditions for loggers in the lumber industry. He died in 1933. Â¶ Glenn Hughes, who founded the University of Washington (UW) Dramatic Art Department under Henry Suzzallo, described him as \""a brilliant man, small and dynamic--the Napoleon of higher education.\"" The characterization was apt; Suzzallo's career was marked by both tremendous achievement and bitter controversies. He was born in 1875 to Croatian immigrants. Following a sickly childhood, Suzzallo began college at the State Normal School in his home town of San Jose, California, lacking both the money and the grades to attend his first choice, Stanford. After two years he graduated, taking a teaching job in a two-room school in Alviso, California. His degree from the Normal School and money from teaching removed the academic and financial barriers, allowing him to attend Stanford. For the next eighteen years, Suzzallo would shuffle between Stanford and Columbia, first pursuing his education, and later as a faculty member at both institutions. During this time, he managed to win himself an increasingly prestigious reputation. When the UW began searching for a new president in 1914, Suzzallo's name was on the short list of candidates. Â¶ In 1914, the UW was a small frontier college undergoing the first growing pains of becoming a major university. It claimed an enrollment of more than 3,000 students, small by the standards of the major American universities of the time, but still a tremendous increase over previous years. It also suffered from a less-than-robust budget. James R. Angell, the Regents' first choice for president, declined the job, primarily because he considered the UW underfunded. Suzzallo was the Regents' second choice, and he accepted the challenge. Even though money never flowed freely, he did prove remarkably adept at squeezing funding from both private donors and the Legislature. Plans for a magnificent new library, patterned after a medieval cathedral, symbolized his success in expanding the size of the campus and the prestige of the university. (The library would eventually bear his name). During this time, enrollment had burgeoned to over 10,000. Suzzallo further augmented his stature in the state during World War I, when he was president of the Washington Council of Defense, which had primary responsibility for the state's war effort. The \""Napoleon of higher education\"" was not to be spared his Waterloo, however. Â¶ The 1924 election of governor Roland Hartley would shatter the relative calm of Suzzallo's presidency. Hartley won on a platform promising government retrenchment and lower taxes. He also had a record of long-standing antagonism towards the UW, which he saw as a hotbed of socialism. \""Education is a fine thing,\"" he acknowledged, \""but that is not all there is to the game of life.\"" The year of the election, Suzzallo had published his book Our Faith in Education, written primarily to present the case for higher education against those who wanted to limit it in favor of tax reduction. Not surprisingly, Hartley's parsimony quickly conflicted with Suzzallo's educational vision. Suzzallo's high salary--$18,000 a year, larger than any other state official--made him and the University especially vulnerable to attack. Not only did Hartley want to curtail university expenditures, he also proposed overhauling the funding and administration system for the state's colleges and universities. Suzzallo did nothing to hide his strong objections to the governor's agenda. The battle spread to the Legislature and the Board of Regents, both Suzzallo allies. Each camp insisted adamantly, if implausibly, that it represented a political virtue intent on rescuing higher education from the political machinations of its opponents. Â¶ Hartley overcame the obstacle of the recalcitrant Regents by removing members supportive of Suzzallo. The Board, now dominated by Hartley's new appointees, put Suzzallo on indefinite leave-of-absence when he refused to resign. Suzzallo's ouster created a political firestorm, although a petition drive for a gubernatorial recall election, despite early momentum, sputtered, and failed to collect the required number of signatures. Suzzallo was flooded immediately with job offers. He decided to accept election as chairman of the board of the Carnegie Foundation. He remained affiliated with the Carnegie Foundation until complications following a heart attack in Seattle claimed his life on September 25, 1933. Â¶ "
18-013,,"University of Washington, Office of the Provost records",
00-016,University of Washington. Trademarks and Licensing Office,"University of Washington, Trademarks and Licensing Office records",The Trademarks and Licensing Office administers the University's licensing program to control the commercial use of the University's name and registered trademarks. Manufacturers of emblematic merchandise must obtain a licensing agreement to secure the rights to print the University's name or identifying marks on their products. The activities of this office fall within the responsibilities of the Vice President for University Relations.
1768-001,"Fukano, Yasuko",Yasuko Fukano papers,[Biographical Historical Note Needed]
00-062,University of Washington. Graduate School and School of Business Administration. Office of the Dean,"University of Washington, Graduate School and School of Business Administration, Office of the Dean records",[Biographical Historical Note Needed]
1926-001,"Asia, Samuel B.",Samuel Asia papers,"Samaul B. Asia came to the U.S. from Russia in 1895. He was a dry goods and clothing merchant in Tacoma and later in Seattle. He was active in the Jewish communtiy and in Seattle civic efforts. For further information see the autobiographical account of the Asia family, \""No Time for Tears,\"" written by his sister Mary Asia Hilf and published by Yoseloff in New York, 1964."
1984-010,Mountaineers (Society),Mountaineers (Society) records,"Outdoor recreation and conservation club.Â¶ The Mountaineers was founded in Seattle, Washington in 1906. The first president was Edmund S. Meany. Standing committees were appointed at that first meeting of the club to take over the work and organization of the two main activities, the local and annual outings. The number of standing committees grew with the increasing membership and interests of the club. Mountain climbing has been one of the major interests. In 1935 climbing classes were organized to teach the fundamentals of Mountaineering. The Mountaineers were the first organized group to develop skiing in the Northwest. Newman, of Evanston, Illinois, visited Seattle in the summer of 1911 and participated in the Mountaineers' Fifth Annual Outing (a walking tour along the Cascade Crest, and a steamboat ride down the Columbia to Vancouver.)"
1947-012,American Chemical Society. Puget Sound Section,American Chemical Society. Puget Sound Section,Professional society of chemists and chemical engineers. 1909- . The Puget Sound section began in 1909.
1951-001,"Torrance, Roscoe C. (Roscoe Conkling), 1899-1990",Roscoe C. Torrance papers,"Roscoe Conkling Torrance, nick-named Torchy because of his red hair, was an alumnus and supporter of the University of Washington sports teams known as \""the Number One Husky.\"" Torrance was born September 2, 1899 in Diamond, a small town in eastern Washington State. Later the family moved to Spokane where Torrance attended the Longfellow School. His interest in sports started early; he volunteered as a bat boy for the Spokane Indians baseball team. After moving to American Falls, Idaho, at the age of twelve, Torrance joined the American Falls High School baseball team. He attended high school in Spokane, where he was a football player, captain of the baseball team, and was voted \""Yell King.\"" Â¶ In 1918, during WWI, Roscoe Torrance became a student at the University of Washington. He volunteered for the Student Army Training Corps which was created at the University of Washington on October 1, 1918; however, the war ended before his intended training in Oklahoma could begin. While at the UW, Torrance was an athletic property manager for the athletic department, and was president of the Associated Students of the UW. While study body president, he raised funds for the building of a new stadium in 1920. Torrance played on the University's baseball team, which toured Japan during 1921. Â¶ After college, Torrance was employed as freshman baseball coach and assistant graduate manager for the UW athletics department. In 1924, he began to work as a billboard space salesman for Foster & Kleiser Company. In 1931, Torrance and his business partner William H. Seifert bought the Western Printing Company, and in 1938, the two acquired the Wood and Reber Advertising Agency, which later merged with Metropolitan Press. After Metropolitan Press' acquisition by Craftsman Press, Torrance was employed as vice president. Between 1926 and 1936, Torrance served in the Marine Corps Reserve. After the attack on Pearl Harbor, he fought in the South Pacific as a member of the 3rd Marine Division, and he earned a Bronze Star. Â¶ Torrance's civic and sports-related activities in Seattle were numerous. As a member of the Washington Athletic Board of Directors, he helped create the 101 Club in 1933, an organization to provide support to athletes. After the purchase of the Seattle Rainiers professional baseball team by Emil Sick, Torrance was hired as executive vice president for the team. He took on this work for a small sum while continuing to work in the printing business. In 1936, Torrance became State Chairman for the March of Dimes and served in that capacity for twenty years. Torrance was also a founder of Greater Seattle, Inc., the originators of Seafair in Seattle. He was crowned King Neptune XIX of Seafair in 1968. In 1962, Torrance and his wife were co-chairs of the Century 21 Exposition's hospitality commitee, hosting such dignitaries as President John F. Kennedy, Robert F. Kennedy, and Jonas Salk. Torrance chaired the boards of the Western Pacific Insurance Company, the Salvation Army, and the Boys Clubs of America, and was a post commander of the American Legion. He was a member of the National Association of Manufacturers and Association of Washington Industries and a director of the Seattle Chamber of Commerce. In addition, Torrance was a member of the Rainier Club, the Seattle Rotary, Harbor Club, and Nile Temple of the Shriners. Â¶ During the 1950s, Torrance became involved in a public scandal due to his activities raising money for athletes. He was accused of running a \""slush fund\"" that provided University of Washington players with more funding than the maximum financial aid allowed by the Pacific Coast Conference (forty dollars). Torrance and others felt that the maximum amount of funding allowed was far too little to assist the athletes with the cost of living and education. After the controversy, the University of Washington was placed on athletic probation by the National Collegiate Athletic Association, and the University's teams could not participate in any NCAA championships until the probation concluded. These events caused Torrance to remove himself from his official ties with the UW's athletics department. Â¶ Despite the unpleasantness during the 1950s, Torrance's efforts in supporting the University were honored in 1972 when he received the Distinguished Alumni Special Service Award. The Puget Sound Sportswriters and Sportscasters gave him their Charles E. Sullivan Award in 1974. He was inducted into the UW's Hall of Fame and the Washington State Sports Hall of Fame in 1980. In 1989, Torrance was the first awardee of the annual Seattle-King County Association of Realtors' First Citizen Award. In 2001, he was posthumously inducted into the UW's Baseball All-Century Team. Â¶ Torrance married Ruth Doris Inkster in 1924. The couple had three children, named Shirley, John and William. Â¶ After the death of his wife, Ruth, in 1971, Torrance married Madge True in 1976. He also remained active in the community throughout the 1970s and 1980s, and served as the chairman of the board of the Western Pacific Insurance Company, director of the Seattle Chamber of Commerce, post commander of the American Legion, and board member of the Salvation Army and Boys Club of America, and was a member of the National Association of Manufacturers, the Association of Washington Industries, the Rainier Club, the Seattle Rotary, Harbor Club, the Seattle Golf Club, and the Nile Temple. Â¶ Torrance published his memoir, Torchy, in the 1980s. He died on November 24, 1990. Â¶ "
1902-005,"Gutmann, Addis, 1901-1971",Addis Gutmann papers,"Simon David Addis Gutmann was born was born January 6, 1901 in Victoria B.C. to Adelaide Rosetta and Mortiz Gutmann. Addis Gutmann attended the Moran School, the University of Washington and the Army Industrial College. He married Estelle Schlesinger from Denver, Colorado on June 15, 1927. His father Mortiz was a fur dealer with the Hudson Bay Fur Company. Around 1923 Addis Gutmann became a manager for the fur company and would eventually become Vice President in 1930 working alongside his father the president of the company. In 1932 Addis became president of the Hudson Bay fur company later known as the Alaska Fur Company. He would go on to become the Vice President and President of the Alaska Fur Company until 1950 and the president of the Alaska Jewelry Company from 1951 to 1959.

Gutmann was a second lieutenant in the Officerâ€™s reserve Corps in 1925 and became a Major in 1928. Among other activities he was a consultant for the Armed Service on winter clothing and equipment. Addis Gutmann was called from the reserves on January 4, 1941 to serve in the Chief Oversees Supply Division in the Asiatic-Pacific and in Europe. In 1945 Addis Gutmann assisted in providing food supplies to Jewish refugees with the goal of transporting 800 Jews to a French port to board a ship bound for Palestine. He was discharged February 21, 1946 awarded with a bronze star medal and the rank of Colonel.

After the war Gutmann returned to the fur business and managed the Alaska Fur Company. He became a part of the National Jewish Welfare Board and attended meetings in regards to Veterans Administration hospital volunteer expansion. In 1951 he traveled to Washington D.C. to serve as a consultant to the military on winter clothing. He was president of numerous organizations including the National Sojourners, the Jewish Community Center, Retired Officers Association and was installed as the comander of the American Legion Seattle Post 1 in 1953. Gutmann became the president of the Franklin Savings and Loan Association, that opened September 22, 1960 at Broadway and East Pine Street, Seattle and was on the legislative committee of the United States Savings and Loan League. He was chairman of the King County Cancer Crusade April, 1968 and was elected the County Cancer Society's president the next year. He died October 30, 1971. "
1793-001,"Magnusson, Carl Edward, 1872-1941",Carl Edward Magnusson papers,"Carl Edward Magnusson was a professor of electrical engineering at the University of Washington from 1904-1941; his main interest was in hydroelectric power in Washington. Magnusson's appointment to full professor is considered to mark the start of the Department of Electrical Engineering as an independent unit on campus. He was department chair from 1906-1917 and Dean of the Engineering College from 1917-1929. Magnusson believed in having a close relationship with industry and had practicing engineers lecture in his classes. In about 1910 he took a leave of absence for two years to work for the General Electric Company. As a result of his working relationship with GE, the company donated an electric oscillograph in 1913, which lead to the development of a course in electric transients, possibly the first such course to be offered in an American college. In 1919 he proposed building a 230-kv line from the Canadian border to Los Angeles, connecting the three state region; the idea was eventually put into place many years later. A 1932 issue of the University of Washington newspaper noted that Magnusson had won international fame for his studies of Lichtenberg figures. During the 1930s, he also served as an advisor on the construction of the Grand Coulee Project on the Columbia River. Â¶ Carl Magnusson died in 1941."
1933-004,"Hartmann, Jennie B",Jennie B. Hartmann papers,"Norwegian American community leader of Seattle, Washington.Â¶ Jennie Hartmann, a Norwegian American born in 1907 in Aalesund, Norway, was active in community organizations in Seattle, Washington until her death in 1993. Earlier in her life she worked as a telegraph operator for the Canadian Pacific Railway Company and then for the U.S. Air Force in Alaska."
00-030,University of Washington Department of Oral and Maxillofacial Surgery,"University of Washington, Department of Oral and Maxillofacial Surgery records","The Residency Training Program is a minimum of four years in duration and is coordinated through the University of Washington with rotations at the University of Washington Medical Center, Harborview Medical Center, and Children's Hospital and Medical Center (located in Seattle) and at an oral and maxillofacial surgery center in Holland. The patients treated at the University of Washington Medical Center and Children's Hospital and Medical Center primarily have elective reconstructive surgery while the patients treated at Harborview Medical Center primarily have correction of maxillofacial injuries. The rotation in Holland combines reconstructive surgery and treatment of facial trauma, with a major emphasis in the fields of pre-prosthetic surgery and pathology."
1976-001,"Buechel, Henry T.",Henry Buechel papers,"Professor of economics, University of Wisconsin."
1826-005,Silver family,Silver family papers,"Jewish immigrant family of Seattle, Washington.Â¶ The Silver family members were Max A. Silver, born 1894 and died 1990, Viola (Gutmann) Silver, Rabbi S.S. Hyams of Victoria, B.C., grandfather of Viola Silver, and Moritz Gutmann."
19-017,University of Washington. School of Medicine. Associate Dean for Clinical Affairs,University of Washington School of Medicine Associate Dean for Clinical Affairs records,[Biographical Historical Note Needed]
1835-018-01,"Efrat, Barbara S., 1935-",Barbara Efrat papers,[Biographical Historical Note Needed]
01-066,University of Washington Department of Oral and Maxillofacial Surgery,"University of Washington, Department of Oral and Maxillofacial Surgery records","The Residency Training Program is a minimum of four years in duration and is coordinated through the University of Washington with rotations at the University of Washington Medical Center, Harborview Medical Center, and Children's Hospital and Medical Center (located in Seattle) and at an oral and maxillofacial surgery center in Holland. The patients treated at the University of Washington Medical Center and Children's Hospital and Medical Center primarily have elective reconstructive surgery while the patients treated at Harborview Medical Center primarily have correction of maxillofacial injuries. The rotation in Holland combines reconstructive surgery and treatment of facial trauma, with a major emphasis in the fields of pre-prosthetic surgery and pathology."
1894-002,Washington Public Power Supply System,Washington Public Power Supply System records,[Biographical Historical Note Needed]
1845-006,"Treadgold, Donald W., 1922-",Donald Treadgold papers,"Professor of history and Russian and East European studies, University of Washington.Â¶ Donald W. Treadgold received his doctorate from Oxford University in 1950. He joined the University of Washington faculty in 1949, serving as a member of the Far Eastern and Russian Institute and later as chairman of the history department. Professionally, Treadgold was associated with the American Association for the Advancement of Slavic Studies from 1963 to 1981."
1833-008,Association of Records Managers and Administrators. Greater Seattle Chapter,Greater Seattle Chapter of the Association of Records Managers and Administrators records,"Association of records administrators. 1964- . The Association of Records Managers and Administrators (ARMA) was established in 1956 as the American Records Management Association and within a few years assumed leadership in the field of records and information management. In 1975, this organization merged forces with another group of professionals in the field, the Association of Records Executives and Administrators. The resulting organization was the Association of Records Managers and Administrators. Files, forms, reports management, and micrographics are a few of the traditionally recognized records and information management funtions toward which ARMA has directed its attention. More recent trends in information management, such as word processing and automated information systems, have been added. The Greater Seattle Chapter began in 1964 and has more than one hundred members representing business, government, and educational and religious organizations. The Manuscripts Collection is the archive of ARMA, Seattle Chapter. See also Collection under former name: American Records Management Associaton."
2000-001,"Lyovin, Anatole",Anatole Lyovin papers,[Biographical Historical Note Needed]
01-034,University of Washington. Office of the Provost,"University of Washington, Office of the Provost records / University of Washington, Office of the Provost records","The Provost serves as deputy to the President, has responsibility for the development and implementation of the University's academic policies and programs, and provides advice and assistance in these matters to the President, the deans, and the faculty. The major areas of responsibility of the Office of the Provost are as follows: Academic Personnel, Enrollment, Curricular Programs and Educational Development, Research and Graduate Education, and Planning and Budgeting."
0098-002,"Bone, Scott C. (Scott Cardelle), 1860-1936","Scott C. Bone manuscript, correspondence, and other materials","Mr. Bone was editor of the Seattle Post-Intelligencer and governer of Alaska Territory, 1921-25. See also \""Who was who in Washington\"", v. 1, p. 115.Â¶ Editor, Seattle Post-Intelligencer; Governor, Alaska Territory, 1921-1925."
1888-003,"Tyler, Richard Gaines, 1885-1967",Richard Gaines Tyler papers,"Professor of sanitary engineering and dean of College of Engineering, University of Washington.Â¶ Richard Gaines Tyler was born 1885, he died 1967. In addition to teaching at the University of Washington, Tyler studied the dynamics of Puget Sound and Lake City, Washington sewage disposal."
01-080,University of Washington Graduate School,"University of Washington, Graduate School records",[Biographical Historical Note Needed]
0002-002,"Washington, George, 1732-1799",George Washington papers,[Biographical Historical Note Needed]
1804-001,"Williams, Forrest V.",Forrest V. Williams papers,[Biographical Historical Note Needed]
01-002,University of Washington. Center for Disability Policy and Research,"University of Washington, Center for Disability Policy and Research records",[Biographical Historical Note Needed]
1835-019,"Thompson, Laurence C.",Laurence C. Thompson papers,"<p>Linguist Laurence C. Thompson (1926-) studied Salishan languages, Austroasiatic languages, and Vietnamese. He wrote and co-authored a number of texts including <emph>A Vietnamese Grammar</emph> (1965), <emph>A Vietnamese Reader</emph> (1961), and <emph>A Fresh Look at Tillamook Phonology</emph> (1966). He also worked with his partner M. Terry Thompson on Salishan linguistic research and they co-authored <emph>The Thompson Language</emph> (1992) and <emph>Thompson River Salish Dictionary</emph> (1998). The Thompsons studied Nlaka'pamuctsin (Thompson River Salish) for over thirty years and trained a number of graduate students during this fieldwork.</p>

<p>Laurence Cassius Thompson, Jr. was born in Manchester, New Hampshire on May 11, 1926. He received his BA, MA (1950), and PhD (1953) from Yale University. Thompson worked as a linguistics professor at the University of Hawaii for most of his career. Laurence and Maranell Lewise Terry married in Seattle, Washington in 1964.</p>

<p>Sources:</p>
<p>Ancestry.com. U.S., School Yearbooks, 1900-1990 [database on-line]. Provo, UT, USA: Ancestry.com Operations, Inc., 2010.</p>
<p>Jacobs, Travis Beal, and Benjamin R. Dixon. â€œLaurence Cassius Thompson, Jr.â€ In General Catalogue of Middlebury College: Bicentennial Edition. Middlebury, Vermont: Middlebury College Press, 2000, p. 363.</p>
<p>Washington State Archives; Olympia, Washington; Washington Marriage Records, 1854-2013; Reference Number: kingcoarchmc275541.</p>"
00-117,University of Washington. Associated Students,"University of Washington, Associated Students records",[Biographical Historical Note Needed]
1995-003,"Norwood, Jean, 1919-2015 ",Jean Norwood papers,"Jean Eileen Norwood was born May 2, 1919 in Wenatchee, WA to Stanley and Mabel Neander. Her father died from the Spanish flu when she was only three months old, and her mother raised her only child in Silverdale, WA. They lived in a log cabin and Mabel taught in a one-room schoolhouse. Â¶ She was valedictorian of her class at Ballard High School and attended Washington State University before transferring to the University of Washington, from which she graduated with a degree in Mathematics in 1941. She met her husband, Gus Norwood, in the run up to WWII, and they were married from 1941 to his death in 2006. She served during WWII as a naval architect, using her mathematical abilities to design ships while Gus served with the Pacific fleet. Â¶ After the war, they moved to Vancouver, WA, where Gus worked with the Northwest Public Power Association and Jean raised their five children, served on the PTA, the League of Women Voters, the American Association of University Women, the Women's Club, and served several terms on the Vancouver City Council. In 1967, they moved to Juneau, AK, where Gus led the federal government's Alaska Power Administration and worked in government affairs and as a financial analyst. They then moved to Washington, DC where Jean worked as a docent at the Smithsonian Institution. When they moved back to Vancouver in 1974, Jean worked at the YWCA and became a Master Gardener involved with arboretum development in Vancouver. After Gus's death, Jean left her home to live first at the Courtyard Village, then at Touchmark Village until her death. She died on February 3, 2015 at the age of 95 due to complications from the flu.Â¶ Source: http://obits.columbian.com/obituaries/columbian/obituary.aspx?pid=174074524"
1944-010,"Winn, Norman L., 1939-",Norman L. Winn papers,"Lawyer and conservationist of Seattle, Washington."
1911-001,Student Union for Peace Action,Student Union for Peace Action records,[Biographical Historical Note Needed]
1728-001,"Ringold, Rose","Ringold, Rose",[Biographical Historical Note Needed]
1835-033,"Campbell, Lillian N.",Lillian Campbell papers,[Biographical Historical Note Needed]
00-131,University of Washington. Office of Research,"University of Washington, Office of Research records","The Office of Research is responsible for the oversight and advancement of the research mission of the University of Washington. Since 1969, the UW has been among the top 5 educational institutions in the nation in the receipt of federal research funds, which provide about one-third of the total funding for the University. The three components of the Office of Research are Grant and Contract Services, the Office of Technology Transfer, and the Corporate Outreach Program. This office also coordinates interdisciplinary research centers and administers research policies."
1823-003,"Padelford, Philip S.",Philip S. Padelford papers,[Biographical Historical Note Needed]
